timestamp,location,latitude,longitude,congestion_score,speed_kmh,delay_minutes,is_raining,rainfall_mm,temperature_c,fuel_cost_kes,matatu_fare_kes,hour,day_of_week,is_weekend,month
2025-03-01 20:00:00,Thika_Road,-1.21,36.89,0.973,5.0,26.9,False,0.0,20.7,245.46,69.45,20,5,True,3
2025-03-01 20:00:00,Waiyaki_Way,-1.258,36.785,0.929,5.0,25.1,False,0.0,20.7,241.37,68.57,20,5,True,3
2025-03-01 20:00:00,Mombasa_Road,-1.323,36.85,1.0,5.0,28.0,False,0.0,20.7,248.0,70.0,20,5,True,3
2025-03-01 20:00:00,Ngong_Road,-1.3,36.76,0.784,13.0,19.4,False,0.0,20.7,227.89,65.68,20,5,True,3
2025-03-01 20:00:00,Jogoo_Road,-1.29,36.87,0.905,5.7,24.2,False,0.0,20.7,239.14,68.09,20,5,True,3
2025-03-01 20:00:00,Langata_Road,-1.34,36.79,0.808,11.5,20.3,False,0.0,20.7,230.14,66.16,20,5,True,3
2025-03-01 21:00:00,CBD,-1.2921,36.8219,0.995,5.0,27.8,False,0.0,18.6,247.57,69.91,21,5,True,3
2025-03-01 21:00:00,Westlands,-1.268,36.811,0.891,6.6,23.6,False,0.0,18.6,237.82,67.81,21,5,True,3
2025-03-01 21:00:00,Thika_Road,-1.21,36.89,1.0,5.0,28.0,False,0.0,18.6,248.0,70.0,21,5,True,3
2025-03-01 21:00:00,Waiyaki_Way,-1.258,36.785,0.973,5.0,26.9,False,0.0,18.6,245.46,69.45,21,5,True,3
2025-03-01 21:00:00,Mombasa_Road,-1.323,36.85,0.943,5.0,25.7,False,0.0,18.6,242.71,68.86,21,5,True,3
2025-03-01 21:00:00,Ngong_Road,-1.3,36.76,0.781,13.1,19.2,False,0.0,18.6,227.64,65.62,21,5,True,3
2025-03-01 21:00:00,Jogoo_Road,-1.29,36.87,0.923,5.0,24.9,False,0.0,18.6,240.82,68.46,21,5,True,3
2025-03-01 21:00:00,Langata_Road,-1.34,36.79,0.831,10.2,21.2,False,0.0,18.6,232.25,66.61,21,5,True,3
2025-03-01 22:00:00,CBD,-1.2921,36.8219,0.44,33.6,5.6,True,16.1,22.1,195.92,58.8,22,5,True,3
2025-03-01 22:00:00,Westlands,-1.268,36.811,0.422,34.7,4.9,True,16.1,22.1,194.21,58.43,22,5,True,3
2025-03-01 22:00:00,Thika_Road,-1.21,36.89,0.504,29.7,8.2,True,16.1,22.1,201.9,60.09,22,5,True,3
2025-03-01 22:00:00,Waiyaki_Way,-1.258,36.785,0.44,33.6,5.6,True,16.1,22.1,195.89,58.79,22,5,True,3
2025-03-01 22:00:00,Mombasa_Road,-1.323,36.85,0.542,27.5,9.7,True,16.1,22.1,205.42,60.84,22,5,True,3
2025-03-01 22:00:00,Ngong_Road,-1.3,36.76,0.347,39.2,1.9,True,16.1,22.1,187.31,56.95,22,5,True,3
2025-03-01 22:00:00,Jogoo_Road,-1.29,36.87,0.373,37.6,2.9,True,16.1,22.1,189.65,57.45,22,5,True,3
2025-03-01 22:00:00,Langata_Road,-1.34,36.79,0.269,43.9,0.0,True,16.1,22.1,180.0,55.38,22,5,True,3
2025-03-01 23:00:00,CBD,-1.2921,36.8219,0.271,43.7,0.0,True,0.8,17.5,180.25,55.43,23,5,True,3
2025-03-01 23:00:00,Westlands,-1.268,36.811,0.265,44.1,0.0,True,0.8,17.5,179.65,55.3,23,5,True,3
2025-03-01 23:00:00,Thika_Road,-1.21,36.89,0.471,31.7,6.8,True,0.8,17.5,198.8,59.42,23,5,True,3
2025-03-01 23:00:00,Waiyaki_Way,-1.258,36.785,0.185,48.9,0.0,True,0.8,17.5,172.21,53.7,23,5,True,3
2025-03-01 23:00:00,Mombasa_Road,-1.323,36.85,0.382,37.1,3.3,True,0.8,17.5,190.5,57.63,23,5,True,3
2025-03-01 23:00:00,Ngong_Road,-1.3,36.76,0.17,49.8,0.0,True,0.8,17.5,170.8,53.4,23,5,True,3
2025-03-01 23:00:00,Jogoo_Road,-1.29,36.87,0.248,45.1,0.0,True,0.8,17.5,178.05,54.96,23,5,True,3
2025-03-01 23:00:00,Langata_Road,-1.34,36.79,0.298,42.1,0.0,True,0.8,17.5,182.72,55.96,23,5,True,3
2025-03-02 00:00:00,CBD,-1.2921,36.8219,0.201,47.9,0.0,False,0.0,22.2,173.7,54.02,0,6,True,3
2025-03-02 00:00:00,Westlands,-1.268,36.811,0.189,48.6,0.0,False,0.0,22.2,172.6,53.78,0,6,True,3
2025-03-02 00:00:00,Thika_Road,-1.21,36.89,0.304,41.8,0.2,False,0.0,22.2,183.27,56.08,0,6,True,3
2025-03-02 00:00:00,Waiyaki_Way,-1.258,36.785,0.203,47.8,0.0,False,0.0,22.2,173.92,54.07,0,6,True,3
2025-03-02 00:00:00,Mombasa_Road,-1.323,36.85,0.275,43.5,0.0,False,0.0,22.2,180.56,55.5,0,6,True,3
2025-03-02 00:00:00,Ngong_Road,-1.3,36.76,0.218,46.9,0.0,False,0.0,22.2,175.3,54.37,0,6,True,3
2025-03-02 00:00:00,Jogoo_Road,-1.29,36.87,0.201,47.9,0.0,False,0.0,22.2,173.73,54.03,0,6,True,3
2025-03-02 00:00:00,Langata_Road,-1.34,36.79,0.317,41.0,0.7,False,0.0,22.2,184.5,56.34,0,6,True,3
2025-03-02 01:00:00,CBD,-1.2921,36.8219,0.327,40.4,1.1,True,10.4,23.9,185.41,56.54,1,6,True,3
2025-03-02 01:00:00,Westlands,-1.268,36.811,0.31,41.4,0.4,True,10.4,23.9,183.83,56.2,1,6,True,3
2025-03-02 01:00:00,Thika_Road,-1.21,36.89,0.459,32.4,6.4,True,10.4,23.9,197.72,59.19,1,6,True,3
2025-03-02 01:00:00,Waiyaki_Way,-1.258,36.785,0.276,43.5,0.0,True,10.4,23.9,180.64,55.51,1,6,True,3
